col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48
175.45.176.3,20929,149.171.126.15,25,tcp,FIN,1.812872,19716,1916,254,252,13,8,-,84286.14844,8071.170898,32,22,255,255,2748194140,1917388118,616,87,0,0,4102.716264,132.435438,1421931432,1421931434,58.47974,80.755477,0.189554,0.093451,0.096103,0,1,0,0,0,2,4,3,3,3,3,3,Generic,1
59.166.0.4,51740,149.171.126.2,111,udp,CON,0.004408,568,304,31,29,0,0,-,773139.75,413793.0938,4,4,0,0,0,0,142,76,0,0,1.663353,1.367309,1421928113,1421928113,1.183667,0.973333,0,0,0,0,0,0,0,0,8,8,4,3,1,1,3,,0
175.45.176.1,64219,149.171.126.18,1723,tcp,FIN,1.24669,756,354,254,252,2,1,-,4369.97168,1989.267578,10,8,255,255,1654317741,3402307306,76,44,0,0,7354.982141,304.359031,1421933454,1421933455,132.850889,165.584141,0.246388,0.0876,0.158788,0,1,0,0,0,2,1,1,1,1,1,1, Fuzzers,1
175.45.176.2,0,149.171.126.17,0,ospf,INT,1.515474,1890,0,254,0,0,0,-,9739.527344,0,42,0,0,0,0,0,45,0,0,0,49.152195,0,1421930278,1421930280,36.962781,0,0,0,0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
175.45.176.2,6493,149.171.126.12,520,udp,INT,0.000002,1064,0,254,0,0,0,-,2128000000,0,2,0,0,0,0,0,532,0,0,0,0,0,1421928469,1421928469,0.002,0,0,0,0,0,2,0,0,0,2,2,1,2,1,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931961,1421931961,0.008,0,0,0,0,0,2,0,0,0,11,11,7,8,7,4,7,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000012,114,0,254,0,0,0,dns,38000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932782,1421932782,0.012,0,0,0,0,0,2,0,0,0,7,7,4,5,4,4,4,Generic,1
59.166.0.7,56486,149.171.126.8,80,tcp,FIN,1.106979,1580,10168,31,29,3,5,http,10471.74316,69406.91406,12,18,255,255,3873696381,3874682014,132,565,1,3924,9581.745314,7715.703634,1421927568,1421927569,100.602638,65.083706,0.000725,0.000553,0.000172,0,0,1,0,0,1,1,3,1,1,1,1,,0
10.40.182.1,0,224.0.0.5,0,ospf,REQ,50.004414,384,0,1,0,0,0,-,51.19548,0,6,0,0,0,0,0,64,0,0,0,3.162456,0,1421928157,1421928207,10000.885,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,2,,0
59.166.0.8,17459,149.171.126.8,5190,tcp,FIN,0.006032,1470,1728,31,29,5,4,-,1862069,2128647.25,22,14,255,255,1812903924,3962834256,67,123,0,0,18.6879,0.387487,1421927851,1421927851,0.287238,0.291154,0.000788,0.000653,0.000135,0,0,0,0,0,7,4,5,4,1,1,1,,0
175.45.176.1,0,149.171.126.11,0,ospf,INT,24.602036,1280,0,254,0,0,0,-,395.414429,0,20,0,0,0,0,0,64,0,0,0,1548.602125,0,1421928014,1421928038,1294.844125,0,0,0,0,0,2,0,0,0,4,3,2,3,2,2,2, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000004,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421933469,1421933469,0.004,0,0,0,0,0,2,0,0,0,4,4,4,4,3,3,4,Generic,1
59.166.0.7,37439,149.171.126.2,25,tcp,FIN,0.356126,37484,3276,31,29,18,8,smtp,825865,71772.35156,52,40,255,255,2411018285,262922705,721,82,0,0,660.567973,22.703498,1421928073,1421928074,6.976,9.117052,0.000685,0.000551,0.000134,0,0,0,0,0,1,2,4,1,1,1,1,,0
59.166.0.2,34509,149.171.126.1,5190,tcp,FIN,0.006941,1470,1728,31,29,5,4,-,1618210.625,1849877.5,22,14,255,255,1947217539,4097112700,67,123,0,0,19.148841,0.719634,1421927700,1421927700,0.330524,0.479077,0.000733,0.000583,0.00015,0,0,0,0,0,10,4,4,1,1,1,1,,0
175.45.176.2,32308,149.171.126.13,80,tcp,FIN,10.045118,4844,718974,62,252,2,267,http,3820.363037,571531.75,102,538,255,255,2925491071,1389241425,47,1336,1,348448,4799.533966,2181.64772,1424220328,1424220338,99.456618,18.522583,0.207477,0.097582,0.109895,0,1,1,, ,1,1,1,1,1,1,1,DoS,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000004,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932689,1421932689,0.004,0,0,0,0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
59.166.0.1,3891,149.171.126.0,80,tcp,FIN,1.188912,1684,10168,31,29,3,5,http,10523.90723,64623.78906,14,18,255,255,944507146,3095149404,120,565,1,3924,8850.315134,7748.642005,1421927652,1421927653,91.426382,69.903824,0.000684,0.000543,0.000141,0,0,1,0,0,3,2,5,6,3,1,1,,0
59.166.0.3,23543,149.171.126.1,21361,tcp,FIN,0.013881,2230,14042,31,29,7,11,-,1247748.75,7868021,34,36,255,255,1993692599,2021576998,66,390,0,0,26.385684,26.395872,1421928023,1421928023,0.410727,0.3804,0.000761,0.000563,0.000198,0,0,0,0,0,4,8,3,3,1,1,1,,0
59.166.0.8,60195,149.171.126.7,17570,tcp,FIN,0.053631,5174,83812,31,29,7,39,-,763289.875,12366131,90,92,255,255,1604897311,3750561016,57,911,0,0,32.827349,32.3192,1421927739,1421927739,0.598944,0.583,0.000707,0.000571,0.000136,0,0,0,0,0,5,4,3,3,1,1,2,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932913,1421932913,0.011,0,0,0,0,0,2,0,0,0,9,9,3,3,3,3,3,Generic,1
10.40.182.3,0,10.40.182.3,0,arp,INT,0,46,0,0,0,0,0,-,0,0,1,0,0,0,0,0,46,0,0,0,0,0,1421927775,1421927775,60000.736,0,0,0,0,1,2,0,0,0,2,2,2,2,2,2,2,,0
59.166.0.7,18863,149.171.126.1,22,tcp,FIN,0.006823,3728,5474,31,29,7,7,ssh,4235087,6150960,32,24,255,255,3149315389,3149601096,117,228,0,0,0,0.408912,1421927702,1421927702,0.220097,0.268043,0.000675,0.000528,0.000147,0,0,0,0,0,2,1,1,1,1,1,1,,0
175.45.176.1,30900,149.171.126.13,135,tcp,FIN,32.069771,3224,622,254,252,4,1,-,764.084045,144.185623,20,14,255,255,137508811,2177099859,161,44,0,0,226758.7553,8338.5725,1421929660,1421929692,1686.996368,2462.871,0.100987,0.052442,0.048545,0,1,0,0,0,10,10,3,3,3,2,3, Fuzzers,1
59.166.0.3,32668,149.171.126.4,30590,tcp,FIN,0.044826,4014,59460,31,29,7,28,-,705840.375,10460179,68,70,255,255,473037145,489635631,59,849,0,0,0,37.136946,1421927877,1421927877,0.663776,0.641696,0.000692,0.000546,0.000146,0,0,0,0,0,5,3,4,2,1,1,1,,0
175.45.176.0,41914,149.171.126.18,21,tcp,FIN,1.712989,1182,1620,62,252,7,9,ftp,5272.655273,7224.79834,22,22,255,255,2153608990,2657088153,54,74,0,0,4171.626478,4792.225401,1424222383,1424222385,81.527098,80.142094,0.082265,0.029995,0.05227,0,1,,1,1,1,1,4,2,1,1,2,Exploits,1
59.166.0.2,10403,149.171.126.4,25740,tcp,FIN,0.037887,320,1826,31,29,1,2,ftp-data,56378.17969,337424.4375,6,8,255,255,2473436012,2477899456,53,228,0,0,521.901451,12.758903,1421927508,1421927508,7.5144,5.337857,0.000651,0.000518,0.000133,0,0,0,0,0,2,2,2,3,1,1,2,,0
59.166.0.9,55779,149.171.126.6,24076,tcp,FIN,0.012768,2438,19266,31,29,7,13,-,1487468.625,11770050,38,40,255,255,645685123,2826232291,64,482,0,0,21.797588,20.74349,1421927909,1421927909,0.336,0.311436,0.000748,0.000618,0.00013,0,0,0,0,0,7,3,3,5,1,1,1,,0
175.45.176.3,62588,149.171.126.11,445,tcp,FIN,0.507678,994,750,254,252,3,2,-,14371.31445,10353.01953,12,8,255,255,1121412567,3328077831,83,94,0,0,2345.320449,96.485461,1421934359,1421934359,43.308547,67.68157,0.068511,0.033899,0.034612,0,1,0,0,0,6,6,2,2,2,1,2, Fuzzers,1
59.166.0.5,51950,149.171.126.0,80,tcp,FIN,1.005736,1580,10168,31,29,3,5,http,11525.8877,76393.80469,12,18,255,255,1019605069,3170257179,132,565,1,3924,9530.443765,7675.597543,1421927674,1421927675,91.398906,59.128059,0.000735,0.000554,0.000181,0,0,1,0,0,2,3,4,2,1,1,1,,0
59.166.0.3,4066,149.171.126.6,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927521,1421927521,0.011,0.008,0,0,0,0,0,0,0,0,2,4,3,2,2,1,1,,0
59.166.0.3,53425,149.171.126.4,21,tcp,FIN,0.02283,2934,3742,31,29,11,15,ftp,1008497.563,1287078.375,52,54,255,255,1009677769,3156052985,56,69,0,0,30.667423,0.744232,1421927688,1421927688,0.441353,0.420377,0.000684,0.000546,0.000138,0,0,0,1,1,1,1,4,8,1,1,4,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931614,1421931614,0.008,0,0,0,0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
59.166.0.7,34838,149.171.126.8,6881,tcp,FIN,0.638021,1540,1644,31,29,4,4,-,18105.98828,19472.71289,16,18,255,255,3798216417,1686677986,96,91,0,0,2471.329764,72.715867,1421927460,1421927461,42.509467,37.502531,0.000605,0.000476,0.000129,0,0,0,0,0,10,13,11,10,6,1,6,,0
175.45.176.1,63989,149.171.126.13,111,udp,INT,0.000011,168,0,254,0,0,0,-,61090908,0,2,0,0,0,0,0,84,0,0,0,0,0,1421929695,1421929695,0.011,0,0,0,0,0,2,0,0,0,12,12,3,3,1,1,3,Reconnaissance,1
59.166.0.4,61798,149.171.126.4,30857,tcp,FIN,0.003001,320,1882,31,29,1,2,ftp-data,711762.75,4390536.5,6,8,255,255,1253824512,1257860598,53,235,0,0,29.511551,0.571034,1421928050,1421928050,0.5348,0.351286,0.00069,0.000538,0.000152,0,0,0,0,0,3,3,6,6,1,1,5,,0
59.166.0.1,53295,149.171.126.4,57109,tcp,FIN,0.062947,5174,83812,31,29,7,39,-,650324.875,10535975,90,92,255,255,3908660865,3908965315,57,911,0,0,40.397496,40.438616,1421927561,1421927561,0.703371,0.68522,0.000738,0.000582,0.000156,0,0,0,0,0,9,12,4,3,1,1,2,,0
175.45.176.3,50028,149.171.126.14,80,tcp,FIN,1.453047,68183,612,254,252,27,1,-,369138.7813,3132.727295,60,14,255,255,2865302793,705737383,1136,44,0,0,2443.742519,155.648687,1421928123,1421928125,24.611238,103.026461,0.233262,0.113696,0.119566,0,1,0,0,0,2,2,1,1,1,1,1,,0
59.166.0.5,30275,149.171.126.8,21,tcp,FIN,1.197637,2934,3740,31,29,11,15,ftp,19224.52344,24521.62109,52,54,255,255,2328752243,2329797699,56,69,0,0,1908.775476,61.809102,1421927948,1421927949,23.476902,22.585754,0.001725,0.00059,0.001135,0,0,0,1,1,1,1,2,3,1,1,2,,0
59.166.0.0,53488,149.171.126.8,53,udp,CON,0.001052,146,178,31,29,0,0,dns,555133.0625,676806.125,2,2,0,0,0,0,73,89,0,0,0,0,1421927570,1421927570,0.01,0.009,0,0,0,0,0,0,0,0,3,2,3,2,1,1,1,,0
59.166.0.2,19250,149.171.126.0,36663,tcp,FIN,0.027988,4014,59460,31,29,7,28,-,1130484.5,16753180,68,70,255,255,2563196180,429676487,59,849,0,0,0,21.47327,1421927827,1421927827,0.418652,0.397261,0.000727,0.000573,0.000154,0,0,0,0,0,6,3,1,7,1,1,1,,0
59.166.0.2,21800,149.171.126.1,143,tcp,FIN,1.237974,7816,15454,31,29,30,32,-,50094.75,99078.00781,122,126,255,255,2405027585,351155010,64,123,0,0,650.028295,640.962557,1421928227,1421928229,10.228165,9.89544,0.001206,0.001041,0.000165,0,0,0,0,0,19,3,2,1,1,1,1,,0
59.166.0.0,42395,149.171.126.9,48936,tcp,FIN,0.004971,3688,2456,31,29,7,7,-,5606920,3733655.25,18,18,255,255,2038993858,4187478948,205,136,0,0,13.357299,0.36036,1421928087,1421928087,0.273529,0.260824,0.000668,0.000533,0.000135,0,0,0,0,0,6,4,2,2,1,1,2,,0
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930749,1421930749,0.004,0,0,0,0,0,2,0,0,0,14,14,6,9,4,4,5,Exploits,1
59.166.0.6,46258,149.171.126.4,2638,tcp,FIN,0.08903,3806,51314,31,29,7,26,-,336695.5,4541121,64,66,255,255,1491237862,1492113751,59,777,0,0,102.523411,99.940618,1421928033,1421928033,1.408,1.357585,0.000931,0.000786,0.000145,0,0,0,0,0,4,2,1,1,1,1,1,,0
59.166.0.2,59795,149.171.126.2,25,tcp,FIN,0.047372,38148,3380,31,29,19,8,smtp,6323060,557291.25,54,42,255,255,2091634460,2092637603,706,80,0,0,65.555788,2.827398,1421928119,1421928119,0.887283,1.141878,0.00071,0.00055,0.00016,0,0,0,0,0,1,1,2,2,1,1,1,,0
175.45.176.3,11229,149.171.126.11,111,udp,INT,0.000008,168,0,254,0,0,0,-,84000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1424221663,1424221663,0.008,0,0,0,0,0,2,,, ,2,1,1,1,1,1,1, Reconnaissance ,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932529,1421932529,0.011,0,0,0,0,0,2,0,0,0,11,11,4,3,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.00001,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931988,1421931988,0.01,0,0,0,0,0,2,0,0,0,12,12,5,4,4,4,4,Generic,1
59.166.0.8,11254,149.171.126.4,25,tcp,FIN,0.029672,37268,3380,31,29,18,8,smtp,9854947,889727.6875,52,42,255,255,869017004,870093109,717,80,0,0,39.368909,1.609474,1421927545,1421927545,0.574725,0.710781,0.00066,0.000525,0.000135,0,0,0,0,0,2,2,2,5,1,1,2,,0
59.166.0.2,40635,149.171.126.4,10921,tcp,FIN,0.030211,4014,59460,31,29,7,28,-,1047300.688,15520440,68,70,255,255,2710809750,575390591,59,849,0,0,24.262311,24.03276,1421927852,1421927852,0.444224,0.430391,0.000643,0.00051,0.000133,0,0,0,0,0,3,5,4,2,1,1,1,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,0.000006,200,0,254,0,0,0,-,133333328,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223272,1424223272,0.006,0,0,0,0,0,2,,, ,9,9,3,12,3,3,10,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931179,1421931179,0.008,0,0,0,0,0,2,0,0,0,11,11,4,4,4,4,4,Generic,1
175.45.176.0,0,149.171.126.13,0,pri-enc,INT,0.000005,200,0,254,0,0,0,-,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223224,1424223224,0.005,0,0,0,0,0,2,,, ,5,5,2,9,1,1,5,Analysis,1
175.45.176.1,0,149.171.126.12,0,sat-mon,INT,0.000002,200,0,254,0,0,0,-,80000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930689,1421930689,0.01,0,0,0,0,0,2,0,0,0,19,18,4,4,4,4,4,Exploits,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,0.000003,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223204,1424223204,0.003,0,0,0,0,0,2,,, ,9,9,9,13,9,9,9,Generic,1
59.166.0.4,23613,149.171.126.4,80,tcp,FIN,1.004843,1580,10168,31,29,3,5,http,11536.13086,76461.69531,12,18,255,255,2852476460,2853505601,132,565,1,3924,9525.030014,7675.472005,1421927670,1421927671,91.318724,59.07835,0.000652,0.000503,0.000149,0,0,1,0,0,1,1,2,1,1,1,1,,0
59.166.0.6,52260,149.171.126.2,22,tcp,FIN,0.235783,3728,5474,31,29,7,7,ssh,122553.3672,177994.1719,32,24,255,255,4163138416,2013950716,117,228,0,0,510.868783,15.83692,1421927994,1421927994,7.605903,10.218782,0.000749,0.000611,0.000138,0,0,0,0,0,2,4,3,4,1,1,1,,0
59.166.0.0,33195,149.171.126.8,6577,tcp,FIN,0.399488,424,8824,31,29,1,4,ftp-data,7429.509766,161987.3438,8,12,255,255,473660492,624858343,53,735,0,0,3430.916479,2729.185146,1421927466,1421927466,57.023286,36.170363,0.001737,0.00161,0.000127,0,0,0,0,0,2,2,5,3,1,1,2,,0
175.45.176.1,0,149.171.126.11,0,ospf,INT,24.602036,1280,0,254,0,0,0,-,395.414429,0,20,0,0,0,0,0,64,0,0,0,1548.602125,0,1421928014,1421928038,1294.844125,0,0,0,0,0,2,0,0,0,4,3,2,3,2,2,2, Fuzzers,1
175.45.176.0,0,149.171.126.13,0,unas,INT,0.000001,200,0,254,0,0,0,-,800000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223264,1424223264,0.001,0,0,0,0,0,2,,, ,3,3,1,1,1,1,3,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000004,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932420,1421932420,0.004,0,0,0,0,0,2,0,0,0,14,14,3,3,3,3,3,Generic,1
59.166.0.5,23201,149.171.126.8,6881,tcp,FIN,1.728832,1540,1644,31,29,4,4,-,6681.967773,7186.354492,16,18,255,255,1156109692,3379213990,96,91,0,0,8592.821364,232.9735,1421927456,1421927458,115.232669,101.666703,0.000638,0.000495,0.000143,0,0,0,0,0,12,6,8,9,6,1,6,,0
59.166.0.1,22178,149.171.126.6,53,udp,CON,0.00111,146,178,31,29,0,0,dns,526126.125,641441.4375,2,2,0,0,0,0,73,89,0,0,0,0,1421928235,1421928235,0.01,0.009,0,0,0,0,0,0,0,0,2,3,5,1,1,1,1,,0
175.45.176.0,7614,149.171.126.16,445,tcp,FIN,0.437215,1550,792,254,252,3,2,-,26000.9375,13046.21289,12,10,255,255,3895854560,3000244794,129,79,0,0,2479.763089,87.610844,1421933883,1421933884,39.746818,44.946223,0.044565,0.023311,0.021254,0,1,0,0,0,11,9,2,3,2,1,2, Fuzzers,1
59.166.0.2,19687,149.171.126.5,111,udp,CON,0.087197,568,312,31,29,0,0,-,39083.91406,21468.62891,4,4,0,0,0,0,142,78,0,0,33.934762,33.880313,1421927609,1421927609,24.006,23.964,0,0,0,0,0,0,0,0,9,8,4,6,2,1,2,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000003,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931985,1421931985,0.003,0,0,0,0,0,2,0,0,0,12,12,4,4,4,4,4,Generic,1
175.45.176.0,9760,149.171.126.13,21,tcp,FIN,1.616071,68216,1026,254,252,29,4,ftp,332416.0938,4826.520508,64,20,255,255,3579786403,2422803282,1066,51,0,0,2519.498166,118.266414,1424222872,1424222873,25.207619,80.900688,0.147544,0.07895,0.068594,0,1,,, ,2,2,1,2,1,1,2, Fuzzers ,1
59.166.0.0,44631,149.171.126.2,6720,tcp,FIN,0.081556,4014,59460,31,29,7,28,-,387954.2813,5749276.5,68,70,255,255,3845069832,1710689775,59,849,0,0,0,77.096928,1421927868,1421927868,1.211791,1.173275,0.001129,0.000597,0.000532,0,0,0,0,0,5,7,7,5,1,1,4,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931961,1421931961,0.011,0,0,0,0,0,2,0,0,0,11,11,7,8,7,3,7,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932807,1421932807,0.011,0,0,0,0,0,2,0,0,0,9,9,4,5,4,4,4,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000006,114,0,254,0,0,0,dns,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421933641,1421933641,0.006,0,0,0,0,0,2,0,0,0,9,9,3,3,3,3,3,Generic,1
59.166.0.4,59156,149.171.126.9,6577,tcp,FIN,0.048005,528,8824,31,29,1,4,ftp-data,79325.07031,1348026.25,10,12,255,255,4156020148,2109067908,53,735,0,0,492.472529,429.625961,1421927529,1421927529,5.298778,4.313636,0.000681,0.000551,0.00013,0,0,0,0,0,3,3,4,8,1,1,3,,0
59.166.0.1,55166,149.171.126.2,5190,tcp,FIN,0.259903,1470,1728,31,29,5,4,-,43216.12109,49403.04297,22,14,255,255,4014530797,4014849164,67,123,0,0,963.071404,33.336289,1421927575,1421927575,12.376333,19.933,0.000788,0.000634,0.000154,0,0,0,0,0,3,3,2,1,1,1,1,,0
59.166.0.0,13044,149.171.126.3,22,tcp,FIN,0.367896,3728,5474,31,29,7,7,ssh,78543.9375,114075.7188,32,24,255,255,4263454315,2118329237,117,228,0,0,0,21.732592,1421927887,1421927887,11.867613,15.956782,0.000889,0.000752,0.000137,0,0,0,0,0,1,2,3,5,1,1,2,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,0.000009,200,0,254,0,0,0,-,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223278,1424223278,0.009,0,0,0,0,0,2,,, ,7,7,3,2,2,2,7,Analysis,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.00001,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421933830,1421933830,0.01,0,0,0,0,0,2,0,0,0,12,12,6,7,6,3,6,Generic,1
175.45.176.1,6962,149.171.126.11,179,tcp,FIN,1.201228,26576,642,254,252,13,3,-,171464.5313,3922.652344,32,12,255,255,751586995,2545411052,831,54,0,0,2955.177379,143.001234,1421929848,1421929849,37.889838,103.479633,0.12134,0.062947,0.058393,0,1,0,0,0,4,4,1,1,1,1,1, Fuzzers,1
175.45.176.0,0,149.171.126.13,0,xtp,INT,0.000009,200,0,254,0,0,0,-,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223184,1424223184,0.009,0,0,0,0,0,2,,, ,4,4,1,2,1,1,4,Exploits,1
175.45.176.2,50648,149.171.126.14,25,tcp,FIN,4.823935,465206,4116,62,252,184,8,smtp,769434.9375,6731.434082,374,72,255,255,3804058635,4139502767,1244,57,0,0,1480.419479,82.055578,1421930368,1421930373,12.932801,67.293898,0.092884,0.045418,0.047466,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
59.166.0.2,51205,149.171.126.0,50128,tcp,FIN,0.004504,424,8824,31,29,1,4,ftp-data,658969.8125,14367674,8,12,255,255,1288400557,1295732905,53,735,0,0,35.760059,21.112122,1421927957,1421927957,0.592429,0.361273,0.000679,0.000526,0.000153,0,0,0,0,0,4,3,5,4,1,1,3,,0
59.166.0.9,20553,149.171.126.0,6881,tcp,FIN,0.013605,1540,1644,31,29,4,4,-,849099.5625,913193.625,16,18,255,255,952027863,3104270811,96,91,0,0,61.042201,1.425168,1421928203,1421928203,0.885867,0.772941,0.000613,0.000459,0.000154,0,0,0,0,0,9,11,6,8,5,1,5,,0
59.166.0.2,17330,149.171.126.8,25,tcp,FIN,0.237662,37268,3380,31,29,18,8,smtp,1230386,111082.125,52,42,255,255,1452129585,1453229529,717,80,0,0,542.082055,18.420895,1421927678,1421927678,4.653118,5.784634,0.000594,0.000488,0.000106,0,0,0,0,0,2,1,2,5,2,1,2,,0
59.166.0.8,4246,149.171.126.3,53,udp,CON,0.001073,146,178,31,29,0,0,dns,544268.375,663560.125,2,2,0,0,0,0,73,89,0,0,0,0,1421928173,1421928173,0.01,0.009,0,0,0,0,0,0,0,0,4,2,3,1,1,1,1,,0
175.45.176.3,53889,149.171.126.18,143,tcp,FIN,2.141522,1026,9786,62,252,6,9,-,3619.855469,34898.54688,18,22,255,255,4049678329,1194513599,57,445,0,0,6388.765161,0,1421933376,1421933378,125.971882,95.614716,0.310393,0.132984,0.177409,0,1,0,0,0,6,3,5,4,1,1,2,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421930957,1421930957,0.011,0,0,0,0,0,2,0,0,0,11,11,3,3,3,3,3,Generic,1
59.166.0.4,9999,149.171.126.2,80,tcp,FIN,1.066378,1684,10168,31,29,3,5,http,11733.17578,72049.5,14,18,255,255,2047123733,2048181554,120,565,1,3924,8780.39113,7688.045234,1421928227,1421928228,82.001002,62.698647,0.00065,0.000494,0.000156,0,0,1,0,0,1,2,1,5,1,1,1,,0
175.45.176.1,60546,149.171.126.10,80,tcp,FIN,0.997282,908,1454,62,252,2,2,http,6561.834961,10500.54004,10,10,255,255,4294190943,3296106831,91,145,0,0,7010.041439,158.405625,1421931251,1421931252,110.809111,100.247445,0.1594,0.094314,0.065086,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,46849,149.171.126.13,179,tcp,FIN,0.879649,2530,354,254,252,2,1,-,20708.25977,2819.306396,10,8,255,255,3079677893,1151940350,253,44,0,0,5014.985235,204.267469,1421927980,1421927981,97.620778,107.381859,0.224965,0.127974,0.096991,0,1,0,0,0,3,2,2,1,1,1,1,,0
59.166.0.5,64267,149.171.126.2,16994,tcp,FIN,0.008359,4256,2456,31,29,7,7,-,3847350,2220361.25,18,18,255,255,3296313771,3299287914,236,136,0,0,24.92343,0.74872,1421928139,1421928139,0.472353,0.461,0.001441,0.000518,0.000923,0,0,0,0,0,9,4,4,3,1,1,3,,0
59.166.0.2,63409,149.171.126.2,53,udp,CON,0.001128,146,178,31,29,0,0,dns,517730.5,631205.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421927437,1421927437,0.012,0.008,0,0,0,0,0,0,0,0,4,4,2,1,1,1,1,,0
59.166.0.1,1898,149.171.126.1,80,tcp,FIN,1.006897,1580,10168,31,29,3,5,http,11512.59766,76305.71875,12,18,255,255,1557809558,1558842162,132,565,1,3924,9531.600495,7675.945878,1421927829,1421927830,91.500634,59.194415,0.000749,0.000588,0.000161,0,0,1,0,0,2,2,2,2,2,1,1,,0
175.45.176.2,59259,149.171.126.13,179,tcp,FIN,0.836266,738,354,254,252,2,1,-,6361.612305,2965.563721,10,8,255,255,1697093840,602305957,74,44,0,0,5615.719194,161.704875,1421927861,1421927861,88.589333,107.66543,0.168845,0.082607,0.086238,0,1,0,0,0,2,5,1,1,1,1,1,,0
59.166.0.1,27829,149.171.126.2,21,tcp,FIN,0.734255,2934,3742,31,29,11,15,ftp,31356.95313,40018.79297,52,54,255,255,3207521908,3208586158,56,69,0,0,1552.377405,52.708578,1421927856,1421927857,14.39102,13.844075,0.000654,0.000512,0.000142,0,0,0,1,1,1,1,5,4,1,1,3,,0
